,Bedrooms,Property Category,Price(Float),District,Source,Price_per_Bed,district_tier,District Tier
1283,4.0,Duplex,18000000.0,Guzape,Nigeria Property Centre,4500000.0,Luxury,Luxury
1284,3.0,Bungalow,13000000.0,Asokoro,Nigeria Property Centre,4333333.333333333,Luxury,Luxury
1285,3.0,Apartment,15000000.0,Maitama,Nigeria Property Centre,5000000.0,Luxury,Luxury
1286,4.0,Duplex,12000000.0,Jabi,Nigeria Property Centre,3000000.0,Luxury,Luxury
1287,6.0,Duplex,20000000.0,Jabi,Nigeria Property Centre,3333333.3333333335,Luxury,Luxury
1288,2.0,Apartment,5000000.0,Jahi,Nigeria Property Centre,2500000.0,Mid-Range,Mid-Range
1289,4.0,Duplex,35000000.0,Jabi,Nigeria Property Centre,8750000.0,Luxury,Luxury
1291,3.0,Duplex,32000000.0,Jabi,Nigeria Property Centre,10666666.666666666,Luxury,Luxury
1292,4.0,Duplex,30000000.0,Katampe,Nigeria Property Centre,7500000.0,Luxury,Luxury
1293,2.0,Bungalow,2500000.0,Lugbe,Nigeria Property Centre,1250000.0,Budget,Budget
1294,5.0,Duplex,20000000.0,Katampe,Nigeria Property Centre,4000000.0,Luxury,Luxury
1295,4.0,Duplex,25000000.0,Maitama,Nigeria Property Centre,6250000.0,Luxury,Luxury
1296,3.0,Bungalow,25000000.0,Mabushi,Nigeria Property Centre,8333333.333333333,Luxury,Luxury
1297,5.0,Duplex,30000000.0,Guzape,Nigeria Property Centre,6000000.0,Luxury,Luxury
1298,3.0,Apartment,13500000.0,Jahi,Nigeria Property Centre,4500000.0,Mid-Range,Mid-Range
1299,6.0,Duplex,30000000.0,Katampe,Nigeria Property Centre,5000000.0,Luxury,Luxury
1301,2.0,Apartment,10000000.0,Mabushi,Nigeria Property Centre,5000000.0,Luxury,Luxury
1302,2.0,Apartment,6000000.0,Durumi,Nigeria Property Centre,3000000.0,Budget,Budget
1303,4.0,Duplex,35000000.0,Jabi,Nigeria Property Centre,8750000.0,Luxury,Luxury
1304,4.0,Duplex,10000000.0,Jahi,Nigeria Property Centre,2500000.0,Mid-Range,Mid-Range
1305,3.0,Apartment,10000000.0,Jahi,Nigeria Property Centre,3333333.3333333335,Mid-Range,Mid-Range
1306,6.0,Duplex,50000000.0,Maitama,Nigeria Property Centre,8333333.333333333,Luxury,Luxury
1307,3.0,Duplex,15000000.0,Jahi,Nigeria Property Centre,5000000.0,Mid-Range,Mid-Range
1308,4.0,Duplex,25000000.0,Maitama,Nigeria Property Centre,6250000.0,Luxury,Luxury
1309,3.0,Duplex,32000000.0,Jabi,Nigeria Property Centre,10666666.666666666,Luxury,Luxury
1311,5.0,Duplex,20000000.0,Katampe,Nigeria Property Centre,4000000.0,Luxury,Luxury
1312,4.0,Duplex,15000000.0,Life Camp,Nigeria Property Centre,3750000.0,Budget,Budget
1313,3.0,Apartment,7000000.0,Garki,Nigeria Property Centre,2333333.3333333335,Mid-Range,Mid-Range
1314,4.0,Duplex,25000000.0,Maitama,Nigeria Property Centre,6250000.0,Luxury,Luxury
1315,3.0,Apartment,16000000.0,Maitama,Nigeria Property Centre,5333333.333333333,Luxury,Luxury
1316,2.0,Bungalow,5000000.0,Jahi,Nigeria Property Centre,2500000.0,Mid-Range,Mid-Range
1317,2.0,Apartment,4500000.0,Durumi,Nigeria Property Centre,2250000.0,Budget,Budget
1318,4.0,Duplex,23000000.0,Maitama,Nigeria Property Centre,5750000.0,Luxury,Luxury
1319,3.0,Apartment,10000000.0,Jahi,Nigeria Property Centre,3333333.3333333335,Mid-Range,Mid-Range
1320,5.0,Duplex,25000000.0,Guzape,Nigeria Property Centre,5000000.0,Luxury,Luxury
1321,2.0,Apartment,20000000.0,Guzape,Nigeria Property Centre,10000000.0,Luxury,Luxury
1322,3.0,Apartment,10000000.0,Jahi,Nigeria Property Centre,3333333.3333333335,Mid-Range,Mid-Range
1325,3.0,Apartment,13500000.0,Jahi,Nigeria Property Centre,4500000.0,Mid-Range,Mid-Range
1326,3.0,Apartment,16000000.0,Maitama,Nigeria Property Centre,5333333.333333333,Luxury,Luxury
1327,3.0,Duplex,32000000.0,Jabi,Nigeria Property Centre,10666666.666666666,Luxury,Luxury
1328,4.0,Duplex,8000000.0,Kaura,Nigeria Property Centre,2000000.0,Budget,Budget
1329,2.0,Apartment,4500000.0,Gwarinpa,Nigeria Property Centre,2250000.0,Budget,Budget
1330,5.0,Duplex,20000000.0,Jahi,Nigeria Property Centre,4000000.0,Mid-Range,Mid-Range
1331,5.0,Duplex,50000000.0,Maitama,Nigeria Property Centre,10000000.0,Luxury,Luxury
1332,4.0,Duplex,30000000.0,Maitama,Nigeria Property Centre,7500000.0,Luxury,Luxury
1333,4.0,Duplex,8500000.0,Life Camp,Nigeria Property Centre,2125000.0,Budget,Budget
1334,1.0,Apartment,10500000.0,Wuse,Nigeria Property Centre,10500000.0,Luxury,Luxury
1335,3.0,Apartment,20000000.0,Maitama,Nigeria Property Centre,6666666.666666667,Luxury,Luxury
1336,2.0,Apartment,6500000.0,Wuye,Nigeria Property Centre,3250000.0,Luxury,Luxury
1337,4.0,Duplex,15000000.0,Life Camp,Nigeria Property Centre,3750000.0,Budget,Budget
1338,3.0,Apartment,15000000.0,Maitama,Nigeria Property Centre,5000000.0,Luxury,Luxury
1339,3.0,Apartment,10000000.0,Utako,Nigeria Property Centre,3333333.3333333335,Mid-Range,Mid-Range
1340,4.0,Duplex,40000000.0,Jabi,Nigeria Property Centre,10000000.0,Luxury,Luxury
1341,2.0,Apartment,7000000.0,Wuse,Nigeria Property Centre,3500000.0,Luxury,Luxury
1342,2.0,Bungalow,12000000.0,Guzape,Nigeria Property Centre,6000000.0,Luxury,Luxury
1343,4.0,Duplex,40000000.0,Guzape,Nigeria Property Centre,10000000.0,Luxury,Luxury
1345,3.0,Apartment,4000000.0,Life Camp,Nigeria Property Centre,1333333.3333333333,Budget,Budget
1346,3.0,Bungalow,8000000.0,Life Camp,Nigeria Property Centre,2666666.6666666665,Budget,Budget
1347,3.0,Duplex,32000000.0,Jabi,Nigeria Property Centre,10666666.666666666,Luxury,Luxury
1348,5.0,Duplex,35000000.0,Katampe,Nigeria Property Centre,7000000.0,Luxury,Luxury
1349,5.0,Duplex,30000000.0,Katampe,Nigeria Property Centre,6000000.0,Luxury,Luxury
1350,5.0,Duplex,30000000.0,Katampe,Nigeria Property Centre,6000000.0,Luxury,Luxury
1351,5.0,Duplex,27000000.0,Wuye,Nigeria Property Centre,5400000.0,Luxury,Luxury
1352,4.0,Duplex,35000000.0,Maitama,Nigeria Property Centre,8750000.0,Luxury,Luxury
1353,4.0,Duplex,10000000.0,Apo,Nigeria Property Centre,2500000.0,Mid-Range,Mid-Range
1355,3.0,Apartment,12000000.0,Guzape,Nigeria Property Centre,4000000.0,Luxury,Luxury
1356,3.0,Duplex,8500000.0,Jahi,Nigeria Property Centre,2833333.3333333335,Mid-Range,Mid-Range
1357,5.0,Duplex,25000000.0,Wuye,Nigeria Property Centre,5000000.0,Luxury,Luxury
1359,3.0,Apartment,40000000.0,Maitama,Nigeria Property Centre,13333333.333333334,Luxury,Luxury
1360,3.0,Apartment,8000000.0,Life Camp,Nigeria Property Centre,2666666.6666666665,Budget,Budget
1361,3.0,Duplex,32000000.0,Jabi,Nigeria Property Centre,10666666.666666666,Luxury,Luxury
1362,3.0,Apartment,8000000.0,Garki,Nigeria Property Centre,2666666.6666666665,Mid-Range,Mid-Range
1363,5.0,Duplex,18000000.0,Katampe,Nigeria Property Centre,3600000.0,Luxury,Luxury
1364,3.0,Apartment,10000000.0,Katampe,Nigeria Property Centre,3333333.3333333335,Luxury,Luxury
1365,5.0,Duplex,20000000.0,Katampe,Nigeria Property Centre,4000000.0,Luxury,Luxury
1366,5.0,Duplex,18000000.0,Katampe,Nigeria Property Centre,3600000.0,Luxury,Luxury
1367,3.0,Apartment,10000000.0,Katampe,Nigeria Property Centre,3333333.3333333335,Luxury,Luxury
1368,3.0,Duplex,6500000.0,Gwarinpa,Nigeria Property Centre,2166666.6666666665,Budget,Budget
1369,3.0,Duplex,35000000.0,Asokoro,Nigeria Property Centre,11666666.666666666,Luxury,Luxury
1370,3.0,Apartment,7000000.0,Life Camp,Nigeria Property Centre,2333333.3333333335,Budget,Budget
1371,3.0,Apartment,7000000.0,Life Camp,Nigeria Property Centre,2333333.3333333335,Budget,Budget
1372,3.0,Apartment,25000000.0,Wuse,Nigeria Property Centre,8333333.333333333,Luxury,Luxury
1373,3.0,Apartment,10000000.0,Jahi,Nigeria Property Centre,3333333.3333333335,Mid-Range,Mid-Range
1374,2.0,Apartment,4500000.0,Gwarinpa,Nigeria Property Centre,2250000.0,Budget,Budget
1375,4.0,Apartment,12000000.0,Mabushi,Nigeria Property Centre,3000000.0,Luxury,Luxury
1376,4.0,Duplex,11500000.0,Apo,Nigeria Property Centre,2875000.0,Mid-Range,Mid-Range
1377,5.0,Apartment,13000000.0,Lokogoma,Nigeria Property Centre,2600000.0,Budget,Budget
1378,2.0,Apartment,6500000.0,Lugbe,Nigeria Property Centre,3250000.0,Budget,Budget
1379,3.0,Bungalow,8500000.0,Utako,Nigeria Property Centre,2833333.3333333335,Mid-Range,Mid-Range
1380,3.0,Duplex,32000000.0,Jabi,Nigeria Property Centre,10666666.666666666,Luxury,Luxury
1381,5.0,Duplex,19000000.0,Kaura,Nigeria Property Centre,3800000.0,Budget,Budget
1382,6.0,Duplex,35000000.0,Katampe,Nigeria Property Centre,5833333.333333333,Luxury,Luxury
1384,6.0,Duplex,18000000.0,Apo,Nigeria Property Centre,3000000.0,Mid-Range,Mid-Range
1386,3.0,Duplex,7000000.0,Gwarinpa,Nigeria Property Centre,2333333.3333333335,Budget,Budget
1387,4.0,Duplex,20000000.0,Wuye,Nigeria Property Centre,5000000.0,Luxury,Luxury
1388,6.0,Duplex,35000000.0,Gwarinpa,Nigeria Property Centre,5833333.333333333,Budget,Budget
1389,3.0,Apartment,9000000.0,Guzape,Nigeria Property Centre,3000000.0,Luxury,Luxury
1390,1.0,Bungalow,700000.0,Lugbe,Nigeria Property Centre,700000.0,Budget,Budget
1391,4.0,Duplex,8500000.0,Life Camp,Nigeria Property Centre,2125000.0,Budget,Budget
1392,4.0,Duplex,10000000.0,Life Camp,Nigeria Property Centre,2500000.0,Budget,Budget
1393,3.0,Apartment,10000000.0,Guzape,Nigeria Property Centre,3333333.3333333335,Luxury,Luxury
1394,6.0,Duplex,50000000.0,Maitama,Nigeria Property Centre,8333333.333333333,Luxury,Luxury
1395,4.0,Duplex,12000000.0,Kado,Nigeria Property Centre,3000000.0,Mid-Range,Mid-Range
1396,4.0,Duplex,13000000.0,Apo,Nigeria Property Centre,3250000.0,Mid-Range,Mid-Range
1397,1.0,Apartment,6000000.0,Asokoro,Nigeria Property Centre,6000000.0,Luxury,Luxury
1398,1.0,Apartment,2000000.0,Maitama,Nigeria Property Centre,2000000.0,Luxury,Luxury
1399,3.0,Duplex,32000000.0,Jabi,Nigeria Property Centre,10666666.666666666,Luxury,Luxury
1400,3.0,Duplex,32000000.0,Jabi,Nigeria Property Centre,10666666.666666666,Luxury,Luxury
1401,5.0,Duplex,35000000.0,Katampe,Nigeria Property Centre,7000000.0,Luxury,Luxury
1402,5.0,Duplex,16000000.0,Maitama,Nigeria Property Centre,3200000.0,Luxury,Luxury
1403,2.0,Apartment,12000000.0,Jabi,Nigeria Property Centre,6000000.0,Luxury,Luxury
1404,4.0,Duplex,20000000.0,Guzape,Nigeria Property Centre,5000000.0,Luxury,Luxury
1405,5.0,Duplex,15000000.0,Jahi,Nigeria Property Centre,3000000.0,Mid-Range,Mid-Range
1406,3.0,Apartment,8000000.0,Wuye,Nigeria Property Centre,2666666.6666666665,Luxury,Luxury
1407,2.0,Apartment,6000000.0,Durumi,Nigeria Property Centre,3000000.0,Budget,Budget
1408,2.0,Duplex,13000000.0,Asokoro,Nigeria Property Centre,6500000.0,Luxury,Luxury
1409,2.0,Apartment,5000000.0,Life Camp,Nigeria Property Centre,2500000.0,Budget,Budget
1410,3.0,Apartment,6000000.0,Life Camp,Nigeria Property Centre,2000000.0,Budget,Budget
1411,4.0,Duplex,15000000.0,Life Camp,Nigeria Property Centre,3750000.0,Budget,Budget
1412,4.0,Duplex,10000000.0,Life Camp,Nigeria Property Centre,2500000.0,Budget,Budget
1413,3.0,Apartment,6500000.0,Life Camp,Nigeria Property Centre,2166666.6666666665,Budget,Budget
1414,4.0,Duplex,13000000.0,Life Camp,Nigeria Property Centre,3250000.0,Budget,Budget
1415,2.0,Apartment,15000000.0,Asokoro,Nigeria Property Centre,7500000.0,Luxury,Luxury
1416,5.0,Duplex,20000000.0,Jabi,Nigeria Property Centre,4000000.0,Luxury,Luxury
1417,4.0,Duplex,25000000.0,Wuse,Nigeria Property Centre,6250000.0,Luxury,Luxury
1418,3.0,Duplex,32000000.0,Jabi,Nigeria Property Centre,10666666.666666666,Luxury,Luxury
1419,3.0,Apartment,13000000.0,Guzape,Nigeria Property Centre,4333333.333333333,Luxury,Luxury
1420,3.0,Bungalow,15000000.0,Asokoro,Nigeria Property Centre,5000000.0,Luxury,Luxury
1422,3.0,Bungalow,12000000.0,Guzape,Nigeria Property Centre,4000000.0,Luxury,Luxury
1423,4.0,Duplex,12000000.0,Jahi,Nigeria Property Centre,3000000.0,Mid-Range,Mid-Range
1424,4.0,Duplex,12000000.0,Jahi,Nigeria Property Centre,3000000.0,Mid-Range,Mid-Range
1425,3.0,Apartment,50000000.0,Wuse,Nigeria Property Centre,16666666.666666666,Luxury,Luxury
1427,2.0,Apartment,6000000.0,Katampe,Nigeria Property Centre,3000000.0,Luxury,Luxury
1428,4.0,Duplex,35000000.0,Wuse,Nigeria Property Centre,8750000.0,Luxury,Luxury
1429,3.0,Apartment,6000000.0,Katampe,Nigeria Property Centre,2000000.0,Luxury,Luxury
1430,2.0,Apartment,30000000.0,Wuye,Nigeria Property Centre,15000000.0,Luxury,Luxury
1431,4.0,Duplex,15000000.0,Guzape,Nigeria Property Centre,3750000.0,Luxury,Luxury
1432,5.0,Duplex,45000000.0,Wuye,Nigeria Property Centre,9000000.0,Luxury,Luxury
1433,3.0,Apartment,10000000.0,Guzape,Nigeria Property Centre,3333333.3333333335,Luxury,Luxury
1434,2.0,Apartment,4000000.0,Lugbe,Nigeria Property Centre,2000000.0,Budget,Budget
1435,3.0,Duplex,32000000.0,Jabi,Nigeria Property Centre,10666666.666666666,Luxury,Luxury
1436,4.0,Duplex,18000000.0,Katampe,Nigeria Property Centre,4500000.0,Luxury,Luxury
1437,1.0,Apartment,9000000.0,Jahi,Nigeria Property Centre,9000000.0,Mid-Range,Mid-Range
1438,4.0,Duplex,15500000.0,Jahi,Nigeria Property Centre,3875000.0,Mid-Range,Mid-Range
1441,3.0,Apartment,35000000.0,Maitama,Nigeria Property Centre,11666666.666666666,Luxury,Luxury
1442,3.0,Apartment,10000000.0,Jabi,Nigeria Property Centre,3333333.3333333335,Luxury,Luxury
1443,4.0,Duplex,18000000.0,Utako,Nigeria Property Centre,4500000.0,Mid-Range,Mid-Range
1444,2.0,Apartment,9000000.0,Guzape,Nigeria Property Centre,4500000.0,Luxury,Luxury
1445,3.0,Apartment,8500000.0,Jahi,Nigeria Property Centre,2833333.3333333335,Mid-Range,Mid-Range
1446,4.0,Duplex,40649100.0,Jabi,Nigeria Property Centre,10162275.0,Luxury,Luxury
1447,3.0,Apartment,10000000.0,Jahi,Nigeria Property Centre,3333333.3333333335,Mid-Range,Mid-Range
1448,5.0,Duplex,12000000.0,Life Camp,Nigeria Property Centre,2400000.0,Budget,Budget
1449,4.0,Duplex,13000000.0,Gwarinpa,Nigeria Property Centre,3250000.0,Budget,Budget
1450,2.0,Apartment,20000000.0,Guzape,Nigeria Property Centre,10000000.0,Luxury,Luxury
1451,3.0,Apartment,20000000.0,Maitama,Nigeria Property Centre,6666666.666666667,Luxury,Luxury
1452,4.0,Duplex,12000000.0,Mabushi,Nigeria Property Centre,3000000.0,Luxury,Luxury
1453,3.0,Apartment,13000000.0,Guzape,Nigeria Property Centre,4333333.333333333,Luxury,Luxury
1454,3.0,Duplex,32000000.0,Jabi,Nigeria Property Centre,10666666.666666666,Luxury,Luxury
1455,4.0,Duplex,17000000.0,Guzape,Nigeria Property Centre,4250000.0,Luxury,Luxury
1456,3.0,Apartment,10000000.0,Jahi,Nigeria Property Centre,3333333.3333333335,Mid-Range,Mid-Range
1457,4.0,Duplex,7000000.0,Idu,Nigeria Property Centre,1750000.0,Budget,Budget
1458,2.0,Apartment,10000000.0,Kado,Nigeria Property Centre,5000000.0,Mid-Range,Mid-Range
1459,2.0,Apartment,10000000.0,Jahi,Nigeria Property Centre,5000000.0,Mid-Range,Mid-Range
1461,3.0,Apartment,5000000.0,Life Camp,Nigeria Property Centre,1666666.6666666667,Budget,Budget
1462,3.0,Duplex,15500000.0,Jahi,Nigeria Property Centre,5166666.666666667,Mid-Range,Mid-Range
1463,4.0,Duplex,35000000.0,Wuse,Nigeria Property Centre,8750000.0,Luxury,Luxury
1464,1.0,Apartment,32000000.0,Maitama,Nigeria Property Centre,32000000.0,Luxury,Luxury
1465,2.0,Apartment,10000000.0,Guzape,Nigeria Property Centre,5000000.0,Luxury,Luxury
1466,2.0,Apartment,2500000.0,Lugbe,Nigeria Property Centre,1250000.0,Budget,Budget
1467,3.0,Apartment,10000000.0,Guzape,Nigeria Property Centre,3333333.3333333335,Luxury,Luxury
1468,2.0,Apartment,15000000.0,Mabushi,Nigeria Property Centre,7500000.0,Luxury,Luxury
1469,1.0,Bungalow,24389460.0,Asokoro,Nigeria Property Centre,24389460.0,Luxury,Luxury
1470,3.0,Duplex,32000000.0,Jabi,Nigeria Property Centre,10666666.666666666,Luxury,Luxury
1472,4.0,Duplex,25000000.0,Katampe,Nigeria Property Centre,6250000.0,Luxury,Luxury
1473,3.0,Apartment,8500000.0,Katampe,Nigeria Property Centre,2833333.3333333335,Luxury,Luxury
1474,3.0,Duplex,7000000.0,Apo,Nigeria Property Centre,2333333.3333333335,Mid-Range,Mid-Range
1475,4.0,Duplex,8500000.0,Apo,Nigeria Property Centre,2125000.0,Mid-Range,Mid-Range
1476,3.0,Apartment,10000000.0,Jahi,Nigeria Property Centre,3333333.3333333335,Mid-Range,Mid-Range
1477,6.0,Duplex,50000000.0,Jabi,Nigeria Property Centre,8333333.333333333,Luxury,Luxury
1478,4.0,Duplex,10000000.0,Lugbe,Nigeria Property Centre,2500000.0,Budget,Budget
1480,6.0,Duplex,12000000.0,Gwarinpa,Nigeria Property Centre,2000000.0,Budget,Budget
1481,3.0,Apartment,8500000.0,Jahi,Nigeria Property Centre,2833333.3333333335,Mid-Range,Mid-Range
1482,2.0,Apartment,16500000.0,Asokoro,Nigeria Property Centre,8250000.0,Luxury,Luxury
1483,5.0,Duplex,30000000.0,Asokoro,Nigeria Property Centre,6000000.0,Luxury,Luxury
1484,3.0,Apartment,8500000.0,Jahi,Nigeria Property Centre,2833333.3333333335,Mid-Range,Mid-Range
1485,5.0,Duplex,50000000.0,Asokoro,Nigeria Property Centre,10000000.0,Luxury,Luxury
1486,1.0,Apartment,12000000.0,Wuye,Nigeria Property Centre,12000000.0,Luxury,Luxury
1487,4.0,Duplex,18000000.0,Guzape,Nigeria Property Centre,4500000.0,Luxury,Luxury
1488,3.0,Duplex,32000000.0,Jabi,Nigeria Property Centre,10666666.666666666,Luxury,Luxury
1489,5.0,Duplex,18000000.0,Katampe,Nigeria Property Centre,3600000.0,Luxury,Luxury
1490,2.0,Apartment,15000000.0,Guzape,Nigeria Property Centre,7500000.0,Luxury,Luxury
1491,2.0,Apartment,5000000.0,Jahi,Nigeria Property Centre,2500000.0,Mid-Range,Mid-Range
1492,2.0,Apartment,6000000.0,Jahi,Nigeria Property Centre,3000000.0,Mid-Range,Mid-Range
1493,4.0,Duplex,25000000.0,Wuse,Nigeria Property Centre,6250000.0,Luxury,Luxury
1494,2.0,Apartment,22000000.0,Jahi,Nigeria Property Centre,11000000.0,Mid-Range,Mid-Range
1495,3.0,Duplex,35000000.0,Maitama,Nigeria Property Centre,11666666.666666666,Luxury,Luxury
1496,3.0,Apartment,12000000.0,Wuse,Nigeria Property Centre,4000000.0,Luxury,Luxury
1497,4.0,Duplex,17000000.0,Jahi,Nigeria Property Centre,4250000.0,Mid-Range,Mid-Range
1498,3.0,Apartment,10000000.0,Jahi,Nigeria Property Centre,3333333.3333333335,Mid-Range,Mid-Range
1499,2.0,Apartment,10000000.0,Jahi,Nigeria Property Centre,5000000.0,Mid-Range,Mid-Range
1500,4.0,Duplex,40000000.0,Jabi,Nigeria Property Centre,10000000.0,Luxury,Luxury
1501,5.0,Duplex,30000000.0,Utako,Nigeria Property Centre,6000000.0,Mid-Range,Mid-Range
1502,1.0,Apartment,29809340.0,Jabi,Nigeria Property Centre,29809340.0,Luxury,Luxury
1503,3.0,Bungalow,6000000.0,Jahi,Nigeria Property Centre,2000000.0,Mid-Range,Mid-Range
1504,1.0,Apartment,3500000.0,Gwarinpa,Nigeria Property Centre,3500000.0,Budget,Budget
1505,3.0,Apartment,4000000.0,Kaura,Nigeria Property Centre,1333333.3333333333,Budget,Budget
1506,4.0,Duplex,20000000.0,Guzape,Nigeria Property Centre,5000000.0,Luxury,Luxury
1507,3.0,Duplex,32000000.0,Jabi,Nigeria Property Centre,10666666.666666666,Luxury,Luxury
1510,4.0,Duplex,13000000.0,Apo,Nigeria Property Centre,3250000.0,Mid-Range,Mid-Range
1511,4.0,Duplex,25000000.0,Guzape,Nigeria Property Centre,6250000.0,Luxury,Luxury
1512,3.0,Apartment,9000000.0,Jahi,Nigeria Property Centre,3000000.0,Mid-Range,Mid-Range
1513,2.0,Apartment,12000000.0,Gwarinpa,Nigeria Property Centre,6000000.0,Budget,Budget
1514,4.0,Duplex,9000000.0,Durumi,Nigeria Property Centre,2250000.0,Budget,Budget
1516,3.0,Duplex,47423950.0,Maitama,Nigeria Property Centre,15807983.333333334,Luxury,Luxury
1518,5.0,Duplex,12000000.0,Life Camp,Nigeria Property Centre,2400000.0,Budget,Budget
1519,4.0,Duplex,25000000.0,Wuye,Nigeria Property Centre,6250000.0,Luxury,Luxury
1520,4.0,Duplex,35229220.0,Jabi,Nigeria Property Centre,8807305.0,Luxury,Luxury
1521,4.0,Duplex,47423950.0,Jabi,Nigeria Property Centre,11855987.5,Luxury,Luxury
1522,2.0,Apartment,44714010.0,Jabi,Nigeria Property Centre,22357005.0,Luxury,Luxury
1523,3.0,Duplex,32000000.0,Jabi,Nigeria Property Centre,10666666.666666666,Luxury,Luxury
1524,4.0,Duplex,25000000.0,Wuse,Nigeria Property Centre,6250000.0,Luxury,Luxury
1525,3.0,Apartment,6000000.0,Gwarinpa,Nigeria Property Centre,2000000.0,Budget,Budget
1526,4.0,Duplex,25000000.0,Wuye,Nigeria Property Centre,6250000.0,Luxury,Luxury
1527,3.0,Apartment,22000000.0,Asokoro,Nigeria Property Centre,7333333.333333333,Luxury,Luxury
1528,4.0,Duplex,12000000.0,Guzape,Nigeria Property Centre,3000000.0,Luxury,Luxury
1529,5.0,Duplex,15000000.0,Mabushi,Nigeria Property Centre,3000000.0,Luxury,Luxury
1530,2.0,Apartment,4500000.0,Durumi,Nigeria Property Centre,2250000.0,Budget,Budget
1531,4.0,Duplex,25000000.0,Utako,Nigeria Property Centre,6250000.0,Mid-Range,Mid-Range
1532,1.0,Apartment,3000000.0,Life Camp,Nigeria Property Centre,3000000.0,Budget,Budget
1533,3.0,Apartment,40000000.0,Maitama,Nigeria Property Centre,13333333.333333334,Luxury,Luxury
1534,4.0,Duplex,18000000.0,Jahi,Nigeria Property Centre,4500000.0,Mid-Range,Mid-Range
1535,4.0,Duplex,20000000.0,Guzape,Nigeria Property Centre,5000000.0,Luxury,Luxury
1536,3.0,Duplex,12000000.0,Asokoro,Nigeria Property Centre,4000000.0,Luxury,Luxury
1537,4.0,Duplex,20000000.0,Jahi,Nigeria Property Centre,5000000.0,Mid-Range,Mid-Range
1538,2.0,Apartment,8000000.0,Life Camp,Nigeria Property Centre,4000000.0,Budget,Budget
1539,2.0,Apartment,8000000.0,Lugbe,Nigeria Property Centre,4000000.0,Budget,Budget
1540,1.0,Apartment,5000000.0,Lugbe,Nigeria Property Centre,5000000.0,Budget,Budget
1541,3.0,Duplex,32000000.0,Jabi,Nigeria Property Centre,10666666.666666666,Luxury,Luxury
1542,3.0,Apartment,15000000.0,Katampe,Nigeria Property Centre,5000000.0,Luxury,Luxury
1543,5.0,Duplex,20000000.0,Katampe,Nigeria Property Centre,4000000.0,Luxury,Luxury
1544,4.0,Duplex,20000000.0,Katampe,Nigeria Property Centre,5000000.0,Luxury,Luxury
1545,2.0,Apartment,3000000.0,Gwarinpa,Nigeria Property Centre,1500000.0,Budget,Budget
1546,4.0,Duplex,15000000.0,Jahi,Nigeria Property Centre,3750000.0,Mid-Range,Mid-Range
1547,3.0,Bungalow,6000000.0,Gwarinpa,Nigeria Property Centre,2000000.0,Budget,Budget
1548,3.0,Apartment,35000000.0,Jabi,Nigeria Property Centre,11666666.666666666,Luxury,Luxury
1549,2.0,Apartment,15000000.0,Asokoro,Nigeria Property Centre,7500000.0,Luxury,Luxury
1550,4.0,Duplex,30000000.0,Asokoro,Nigeria Property Centre,7500000.0,Luxury,Luxury
1551,3.0,Duplex,45000000.0,Maitama,Nigeria Property Centre,15000000.0,Luxury,Luxury
1552,5.0,Duplex,20000000.0,Apo,Nigeria Property Centre,4000000.0,Mid-Range,Mid-Range
1553,4.0,Duplex,10000000.0,Asokoro,Nigeria Property Centre,2500000.0,Luxury,Luxury
1554,2.0,Apartment,4500000.0,Jahi,Nigeria Property Centre,2250000.0,Mid-Range,Mid-Range
1555,3.0,Bungalow,8000000.0,Wuye,Nigeria Property Centre,2666666.6666666665,Luxury,Luxury
1556,6.0,Duplex,50000000.0,Asokoro,Nigeria Property Centre,8333333.333333333,Luxury,Luxury
1557,4.0,Duplex,28000000.0,Guzape,Nigeria Property Centre,7000000.0,Luxury,Luxury
1558,3.0,Apartment,36000000.0,Maitama,Nigeria Property Centre,12000000.0,Luxury,Luxury
1559,3.0,Apartment,8000000.0,Wuye,Nigeria Property Centre,2666666.6666666665,Luxury,Luxury
1560,4.0,Duplex,35000000.0,Jabi,Nigeria Property Centre,8750000.0,Luxury,Luxury
1561,3.0,Duplex,32000000.0,Jabi,Nigeria Property Centre,10666666.666666666,Luxury,Luxury
1562,4.0,Duplex,9000000.0,Gwarinpa,Nigeria Property Centre,2250000.0,Budget,Budget
1563,4.0,Apartment,47423950.0,Maitama,Nigeria Property Centre,11855987.5,Luxury,Luxury
1564,3.0,Apartment,10000000.0,Katampe,Nigeria Property Centre,3333333.3333333335,Luxury,Luxury
1565,4.0,Duplex,12000000.0,Mabushi,Nigeria Property Centre,3000000.0,Luxury,Luxury
1566,4.0,Duplex,15000000.0,Mabushi,Nigeria Property Centre,3750000.0,Luxury,Luxury
1567,4.0,Duplex,13500000.0,Mabushi,Nigeria Property Centre,3375000.0,Luxury,Luxury
1568,2.0,Apartment,15000000.0,Asokoro,Nigeria Property Centre,7500000.0,Luxury,Luxury
1569,5.0,Duplex,35000000.0,Jahi,Nigeria Property Centre,7000000.0,Mid-Range,Mid-Range
1570,4.0,Duplex,25000000.0,Wuye,Nigeria Property Centre,6250000.0,Luxury,Luxury
1571,4.0,Duplex,10000000.0,Gwarinpa,Nigeria Property Centre,2500000.0,Budget,Budget
1572,5.0,Duplex,25000000.0,Guzape,Nigeria Property Centre,5000000.0,Luxury,Luxury
1573,4.0,Duplex,15000000.0,Guzape,Nigeria Property Centre,3750000.0,Luxury,Luxury
