index,Bedrooms,Property Category,District,Price(Float)
576,4,Duplex,Guzape,"15,000,000.00"
577,2,Apartment,Durumi,"3,500,000.00"
578,2,Apartment,Jahi,"4,500,000.00"
579,3,Apartment,Jahi,"10,000,000.00"
580,6,Duplex,Maitama,"80,000,000.00"
581,4,Duplex,Maitama,"25,000,000.00"
582,3,Duplex,Jabi,"32,000,000.00"
583,3,Apartment,Wuye,"8,000,000.00"
584,1,Apartment,Kado,"6,000,000.00"
585,1,Apartment,Lugbe,"1,600,000.00"
586,4,Duplex,Katampe,"30,000,000.00"
587,4,Duplex,Life Camp,"14,000,000.00"
588,4,Duplex,Gwarinpa,"15,000,000.00"
589,4,Duplex,Guzape,"12,000,000.00"
590,4,Duplex,Jabi,"25,000,000.00"
591,5,Duplex,Wuye,"30,000,000.00"
592,4,Duplex,Katampe,"25,000,000.00"
593,5,Duplex,Asokoro,"30,000,000.00"
594,3,Apartment,Asokoro,"25,000,000.00"
595,3,Apartment,Guzape,"10,000,000.00"
596,3,Duplex,Jabi,"32,000,000.00"
597,3,Apartment,Jabi,"10,000,000.00"
598,4,Duplex,Jabi,"25,000,000.00"
599,23,Apartment,Garki,"180,000,000.00"
600,5,Duplex,Asokoro,"100,000,000.00"
601,6,Duplex,Katampe,"35,000,000.00"
602,4,Duplex,Life Camp,"15,000,000.00"
603,1,Apartment,Gwarinpa,"3,500,000.00"
604,6,Apartment,Garki,"180,000,000.00"
605,3,Duplex,Katampe,"25,000,000.00"
606,4,Duplex,Jahi,"13,500,000.00"
607,5,Duplex,Guzape,"60,000,000.00"
608,1,Duplex,Jahi,"2,000,000.00"
609,3,Duplex,Jahi,"10,000,000.00"
610,4,Duplex,Jabi,"22,000,000.00"
611,5,Duplex,Durumi,"25,000,000.00"
612,6,Duplex,Katampe,"37,500,000.00"
613,3,Duplex,Jabi,"32,000,000.00"
614,1,Apartment,Lokogoma,"2,000,000.00"
615,5,Duplex,Wuse,"13,000,000.00"
616,1,Apartment,Wuse,"4,000,000.00"
617,3,Apartment,Utako,"6,500,000.00"
618,3,Bungalow,Lokogoma,"6,000,000.00"
619,4,Duplex,Idu,"9,000,000.00"
620,5,Duplex,Guzape,"75,000,000.00"
621,1,Apartment,Jabi,"2,500,000.00"
622,4,Duplex,Maitama,"30,000,000.00"
623,3,Apartment,Jabi,"5,500,000.00"
624,2,Apartment,Wuye,"6,500,000.00"
625,4,Duplex,Idu,"9,000,000.00"
626,4,Duplex,Guzape,"45,000,000.00"
627,3,Duplex,Jabi,"32,000,000.00"
628,5,Duplex,Asokoro,"85,000,000.00"
629,3,Apartment,Guzape,"90,000,000.00"
630,3,Apartment,Guzape,"10,000,000.00"
631,3,Apartment,Katampe,"6,000,000.00"
632,2,Apartment,Wuye,"6,500,000.00"
633,3,Apartment,Life Camp,"5,000,000.00"
634,6,Duplex,Katampe,"30,000,000.00"
635,4,Duplex,Maitama,"25,000,000.00"
636,3,Apartment,Utako,"6,500,000.00"
637,4,Duplex,Jabi,"35,000,000.00"
638,1,Apartment,Jabi,"2,500,000.00"
639,4,Duplex,Wuye,"15,000,000.00"
640,6,Duplex,Katampe,"35,000,000.00"
641,11,Duplex,Lokogoma,"15,500,000.00"
642,3,Duplex,Jabi,"32,000,000.00"
643,2,Apartment,Katampe,"20,000,000.00"
644,3,Apartment,Wuye,"10,000,000.00"
645,4,Duplex,Life Camp,"15,000,000.00"
646,3,Apartment,Wuye,"8,000,000.00"
647,4,Duplex,Life Camp,"15,000,000.00"
648,3,Apartment,Jahi,"8,500,000.00"
649,3,Apartment,Mabushi,"9,000,000.00"
650,2,Apartment,Durumi,"5,000,000.00"
651,4,Apartment,Wuse,"6,000,000.00"
652,4,Duplex,Jahi,"12,000,000.00"
653,5,Duplex,Maitama,"90,000,000.00"
654,8,Duplex,Wuse,"45,000,000.00"
655,4,Duplex,Jabi,"12,000,000.00"
656,5,Duplex,Lokogoma,"13,000,000.00"
657,3,Apartment,Idu,"6,000,000.00"
658,3,Duplex,Jabi,"32,000,000.00"
659,2,Apartment,Gwarinpa,"3,500,000.00"
660,2,Apartment,Maitama,"33,874,250.00"
661,3,Apartment,Maitama,"60,973,650.00"
662,2,Apartment,Maitama,"47,423,950.00"
663,4,Duplex,Maitama,"30,000,000.00"
664,3,Apartment,Wuye,"12,000,000.00"
665,3,Apartment,Asokoro,"15,000,000.00"
666,3,Apartment,Lugbe,"5,500,000.00"
667,4,Duplex,Asokoro,"15,000,000.00"
668,4,Duplex,Wuse,"1,000,000,000.00"
669,2,Apartment,Life Camp,"6,000,000.00"
670,4,Duplex,Katampe,"30,000,000.00"
671,3,Apartment,Life Camp,"7,000,000.00"
672,3,Apartment,Utako,"12,000,000.00"
673,4,Duplex,Maitama,"25,000,000.00"
674,6,Duplex,Katampe,"30,000,000.00"
675,3,Duplex,Jabi,"32,000,000.00"
676,3,Apartment,Jahi,"8,500,000.00"
677,3,Apartment,Utako,"12,000,000.00"
678,2,Apartment,Maitama,"25,000,000.00"
679,24,Duplex,Katampe,"160,000,000.00"
680,5,Duplex,Maitama,"100,000,000.00"
681,2,Apartment,Durumi,"7,000,000.00"
682,4,Duplex,Kado,"10,000,000.00"
683,4,Duplex,Life Camp,"5,500,000.00"
684,6,Duplex,Life Camp,"15,000,000.00"
685,4,Duplex,Wuse,"25,000,000.00"
686,2,Apartment,Lugbe,"4,000,000.00"
687,3,Apartment,Jahi,"8,000,000.00"
688,2,Apartment,Jahi,"7,000,000.00"
689,4,Duplex,Jahi,"15,000,000.00"
690,3,Duplex,Apo,"10,000,000.00"
691,3,Duplex,Jabi,"32,000,000.00"
692,2,Apartment,Gwarinpa,"4,500,000.00"
693,4,Duplex,Life Camp,"11,000,000.00"
694,2,Apartment,Wuye,"10,000,000.00"
695,4,Duplex,Wuye,"20,000,000.00"
696,4,Duplex,Asokoro,"25,000,000.00"
697,4,Duplex,Lugbe,"6,000,000.00"
698,3,Apartment,Mabushi,"7,500,000.00"
699,3,Apartment,Mabushi,"9,500,000.00"
700,4,Duplex,Life Camp,"15,000,000.00"
701,3,Duplex,Lokogoma,"6,500,000.00"
702,3,Duplex,Mabushi,"7,500,000.00"
703,3,Apartment,Mabushi,"7,500,000.00"
704,4,Duplex,Apo,"18,000,000.00"
705,2,Apartment,Lugbe,"2,200,000.00"
706,4,Duplex,Wuye,"15,000,000.00"
707,3,Duplex,Jabi,"32,000,000.00"
708,3,Apartment,Garki,"75,000,000.00"
709,6,Duplex,Katampe,"35,000,000.00"
710,3,Duplex,Asokoro,"13,000,000.00"
711,5,Duplex,Guzape,"40,000,000.00"
712,2,Apartment,Asokoro,"12,000,000.00"
713,3,Apartment,Wuse,"42,004,070.00"
714,6,Duplex,Katampe,"30,000,000.00"
715,2,House,Asokoro,"12,000,000.00"
716,6,Duplex,Katampe,"35,000,000.00"
717,3,Apartment,Life Camp,"5,000,000.00"
718,4,Duplex,Mabushi,"15,000,000.00"
719,3,Apartment,Mabushi,"8,000,000.00"
720,4,Duplex,Guzape,"25,000,000.00"
721,6,House,Katampe,"35,000,000.00"
722,6,Duplex,Katampe,"35,000,000.00"
723,6,Duplex,Katampe,"35,000,000.00"
724,4,House,Guzape,"25,000,000.00"
725,4,Duplex,Apo,"12,000,000.00"
726,3,Apartment,Lokogoma,"4,000,000.00"
727,3,Duplex,Lokogoma,"6,500,000.00"
728,3,Duplex,Jabi,"32,000,000.00"
729,4,Apartment,Wuse,"6,000,000.00"
730,3,Apartment,Wuye,"6,500,000.00"
731,5,Duplex,Durumi,"18,000,000.00"
732,4,Duplex,Katampe,"15,000,000.00"
733,8,House,Asokoro,"150,000,000.00"
734,5,Duplex,Gwarinpa,"15,000,000.00"
735,4,Duplex,Wuye,"20,000,000.00"
736,4,Duplex,Wuye,"25,000,000.00"
737,3,Apartment,Kado,"10,000,000.00"
738,2,Apartment,Lugbe,"4,000,000.00"
739,4,Duplex,Mabushi,"15,000,000.00"
740,2,House,Lugbe,"4,000,000.00"
741,2,Apartment,Kaura,"4,000,000.00"
742,4,Duplex,Maitama,"15,000,000.00"
743,6,Duplex,Katampe,"25,000,000.00"
744,2,Apartment,Wuye,"12,000,000.00"
745,3,Apartment,Durumi,"13,500,000.00"
746,4,Duplex,Guzape,"18,000,000.00"
747,3,Apartment,Maitama,"35,000,000.00"
748,3,Duplex,Jabi,"32,000,000.00"
749,4,Duplex,Guzape,"15,000,000.00"
750,3,Apartment,Jahi,"10,000,000.00"
751,2,Apartment,Jahi,"7,000,000.00"
752,3,Apartment,Jabi,"33,874,250.00"
753,2,Apartment,Katampe,"6,000,000.00"
754,1,Apartment,Gwarinpa,"2,300,000.00"
755,4,Duplex,Maitama,"70,000,000.00"
756,3,Apartment,Maitama,"35,000,000.00"
757,5,House,Katampe,"30,000,000.00"
758,3,Apartment,Garki,"6,500,000.00"
759,5,Duplex,Asokoro,"100,000,000.00"
760,1,Apartment,Kado,"3,500,000.00"
761,3,Apartment,Durumi,"6,000,000.00"
762,3,Apartment,Katampe,"5,000,000.00"
763,2,Apartment,Katampe,"4,000,000.00"
764,2,Apartment,Jahi,"5,000,000.00"
765,18,Apartment,Jabi,"70,000,000.00"
766,3,Apartment,Jahi,"12,000,000.00"
767,3,Bungalow,Life Camp,"8,000,000.00"
768,3,Duplex,Jabi,"32,000,000.00"
769,4,Duplex,Life Camp,"15,000,000.00"
770,5,Duplex,Guzape,"100,000,000.00"
771,4,Duplex,Guzape,"30,000,000.00"
772,4,Duplex,Guzape,"25,000,000.00"
773,5,Duplex,Katampe,"35,000,000.00"
774,4,Duplex,Katampe,"16,500,000.00"
775,5,Duplex,Wuye,"15,000,000.00"
776,4,Duplex,Maitama,"35,000,000.00"
777,3,Duplex,Kado,"10,000,000.00"
778,3,Apartment,Maitama,"180,000,000.00"
779,5,Duplex,Maitama,"50,000,000.00"
780,2,House,Katampe,"6,000,000.00"
781,2,Apartment,Life Camp,"3,500,000.00"
782,2,Apartment,Katampe,"20,000,000.00"
783,17,Duplex,Maitama,"270,994,000.00"
784,3,Apartment,Kaura,"7,000,000.00"
785,4,Duplex,Wuye,"15,000,000.00"
786,3,Duplex,Jabi,"32,000,000.00"
787,4,Duplex,Katampe,"30,000,000.00"
788,4,Duplex,Jabi,"15,000,000.00"
789,16,Apartment,Wuse,"60,000,000.00"
790,4,Duplex,Idu,"7,000,000.00"
791,3,Apartment,Katampe,"6,000,000.00"
792,3,Apartment,Katampe,"6,000,000.00"
793,1,Apartment,Asokoro,"5,000,000.00"
794,2,Apartment,Maitama,"100,000,000.00"
795,2,Apartment,Mabushi,"4,500,000.00"
796,3,Duplex,Apo,"10,000,000.00"
797,4,Duplex,Guzape,"15,000,000.00"
798,5,Duplex,Guzape,"15,000,000.00"
799,5,Duplex,Guzape,"30,000,000.00"
800,5,Duplex,Guzape,"25,000,000.00"
801,6,Duplex,Asokoro,"130,000,000.00"
802,5,Duplex,Asokoro,"35,000,000.00"
803,3,Duplex,Jabi,"32,000,000.00"
804,4,Duplex,Katampe,"18,000,000.00"
805,4,Duplex,Mabushi,"10,000,000.00"
806,3,Apartment,Apo,"7,000,000.00"
807,5,Duplex,Wuye,"35,000,000.00"
808,2,Apartment,Asokoro,"25,000,000.00"
809,4,Duplex,Wuye,"15,000,000.00"
810,3,Apartment,Kaura,"8,000,000.00"
811,4,Duplex,Kado,"14,000,000.00"
812,2,Apartment,Life Camp,"5,000,000.00"
813,7,Duplex,Gwarinpa,"16,000,000.00"
814,4,Duplex,Maitama,"35,000,000.00"
815,2,House,Wuye,"6,500,000.00"
816,3,Apartment,Life Camp,"6,500,000.00"
817,2,Apartment,Jahi,"6,000,000.00"
818,4,Duplex,Life Camp,"15,000,000.00"
819,5,Duplex,Jabi,"25,000,000.00"
820,5,Duplex,Guzape,"35,000,000.00"
821,3,Duplex,Gwarinpa,"15,000,000.00"
822,3,Duplex,Jabi,"32,000,000.00"
823,2,Apartment,Katampe,"20,000,000.00"
824,2,Apartment,Katampe,"20,000,000.00"
825,2,Apartment,Katampe,"20,000,000.00"
826,4,Duplex,Gwarinpa,"10,000,000.00"
827,8,Duplex,Maitama,"100,000,000.00"
828,4,Duplex,Mabushi,"17,000,000.00"
829,3,Duplex,Mabushi,"12,000,000.00"
830,3,Apartment,Jabi,"160,000,000.00"
831,5,Duplex,Maitama,"45,000,000.00"
832,4,Duplex,Mabushi,"10,000,000.00"
833,3,Apartment,Kaura,"8,000,000.00"
834,2,Apartment,Katampe,"6,000,000.00"
835,4,Bungalow,Guzape,"15,000,000.00"
836,2,Apartment,Lugbe,"4,500,000.00"
837,3,Duplex,Jabi,"32,000,000.00"
838,2,Apartment,Katampe,"20,000,000.00"
839,1,Apartment,Gwarinpa,"1,800,000.00"
840,4,Duplex,Wuse,"50,000,000.00"
841,2,Apartment,Wuye,"18,000,000.00"
842,1,Apartment,Life Camp,"2,200,000.00"
843,2,Apartment,Mabushi,"5,000,000.00"
844,3,Apartment,Jahi,"60,000,000.00"
845,5,Duplex,Guzape,"80,000,000.00"
846,2,Apartment,Garki,"27,000,000.00"
847,4,Duplex,Life Camp,"15,000,000.00"
848,5,Duplex,Guzape,"100,000,000.00"
849,3,Apartment,Maitama,"20,000,000.00"
850,5,Duplex,Idu,"8,000,000.00"
851,5,Duplex,Guzape,"20,000,000.00"
852,3,Apartment,Kaura,"6,000,000.00"
853,1,Apartment,Gwarinpa,"3,000,000.00"
854,4,Duplex,Gwarinpa,"13,000,000.00"
855,3,Duplex,Jabi,"32,000,000.00"
856,2,Apartment,Wuse,"5,000,000.00"
857,4,Bungalow,Lugbe,"3,000,000.00"
858,3,Apartment,Asokoro,"7,500,000.00"
859,2,Apartment,Kaura,"4,000,000.00"
860,5,Duplex,Maitama,"70,000,000.00"
861,3,Apartment,Jahi,"15,000,000.00"
862,4,Duplex,Wuye,"15,000,000.00"
863,4,Duplex,Life Camp,"7,000,000.00"
864,2,Apartment,Life Camp,"6,500,000.00"
865,1,Apartment,Utako,"3,500,000.00"
866,1,Apartment,Wuye,"8,500,000.00"
867,3,House,Asokoro,"25,000,000.00"
868,6,Duplex,Guzape,"40,000,000.00"
869,3,Apartment,Jahi,"10,000,000.00"
870,3,Apartment,Life Camp,"6,500,000.00"
871,5,Duplex,Idu,"15,000,000.00"
872,3,Duplex,Jabi,"32,000,000.00"
873,2,Apartment,Kaura,"4,000,000.00"
874,3,Apartment,Gwarinpa,"6,000,000.00"
875,3,Apartment,Maitama,"40,000,000.00"
876,2,House,Garki,"30,000,000.00"
877,2,Apartment,Wuye,"18,000,000.00"
878,5,Duplex,Jabi,"75,000,000.00"
879,3,Duplex,Kado,"10,000,000.00"
880,1,Apartment,Apo,"2,200,000.00"
881,6,House,Guzape,"40,000,000.00"
882,4,Duplex,Mabushi,"15,000,000.00"
883,5,Duplex,Guzape,"60,000,000.00"
884,2,Apartment,Mabushi,"17,500,000.00"
885,5,Duplex,Guzape,"35,000,000.00"
886,4,Duplex,Maitama,"35,000,000.00"
887,5,Duplex,Guzape,"15,000,000.00"
888,2,Apartment,Kaura,"4,000,000.00"
889,4,Duplex,Asokoro,"25,000,000.00"
890,4,Duplex,Maitama,"800,000,000.00"
891,3,Duplex,Jabi,"32,000,000.00"
892,3,Apartment,Katampe,"25,000,000.00"
893,1,Apartment,Gwarinpa,"2,500,000.00"
894,2,Apartment,Gwarinpa,"3,000,000.00"
895,2,Apartment,Gwarinpa,"3,500,000.00"
896,6,House,Utako,"45,000,000.00"
897,2,Apartment,Wuse,"17,000,000.00"
898,1,Apartment,Wuye,"4,500,000.00"
899,2,Apartment,Jahi,"12,000,000.00"
900,4,Duplex,Maitama,"50,000,000.00"
901,3,Apartment,Maitama,"180,000,000.00"
902,3,Duplex,Lokogoma,"7,000,000.00"
903,4,Duplex,Wuse,"54,198,800.00"
904,5,Duplex,Maitama,"150,000,000.00"
905,5,Duplex,Wuye,"35,000,000.00"
906,3,Duplex,Jabi,"32,000,000.00"
907,3,Apartment,Wuse,"7,500,000.00"
908,5,Duplex,Katampe,"18,000,000.00"
909,2,House,Lokogoma,"95,000,000.00"
910,5,Duplex,Guzape,"45,000,000.00"
911,4,Duplex,Jahi,"15,000,000.00"
912,5,Duplex,Maitama,"60,000,000.00"
913,3,Duplex,Lokogoma,"6,500,000.00"
914,1,Apartment,Wuse,"4,000,000.00"
915,3,Duplex,Gwarinpa,"15,000,000.00"
916,3,Apartment,Life Camp,"6,000,000.00"
917,4,Duplex,Wuye,"15,000,000.00"
918,3,Apartment,Gwarinpa,"4,500,000.00"
919,3,Apartment,Kaura,"6,000,000.00"
920,4,Duplex,Kado,"14,000,000.00"
921,3,Apartment,Utako,"7,000,000.00"
922,4,Duplex,Life Camp,"6,500,000.00"
923,1,Apartment,Gwarinpa,"2,500,000.00"
924,3,Duplex,Jabi,"32,000,000.00"
925,3,Apartment,Wuse,"18,000,000.00"
926,2,Apartment,Kaura,"7,000,000.00"
927,3,Apartment,Katampe,"5,000,000.00"
928,2,Apartment,Kaura,"4,000,000.00"
929,3,Apartment,Garki,"170,000,000.00"
930,4,Duplex,Wuye,"15,000,000.00"
931,3,Apartment,Kaura,"6,000,000.00"
932,5,Duplex,Jahi,"20,000,000.00"
933,3,Duplex,Kado,"10,000,000.00"
934,2,Apartment,Life Camp,"5,000,000.00"
935,4,Duplex,Guzape,"12,000,000.00"
936,4,Duplex,Wuse,"50,000,000.00"
937,2,Duplex,Apo,"6,000,000.00"
938,444,Apartment,Mabushi,"15,000,000.00"
939,2,Apartment,Life Camp,"5,500,000.00"
940,3,Apartment,Wuse,"35,000,000.00"
941,2,Apartment,Jahi,"6,500,000.00"
942,2,Apartment,Jahi,"10,000,000.00"
943,3,Duplex,Jabi,"32,000,000.00"
944,4,Duplex,Garki,"11,000,000.00"
945,4,Duplex,Katampe,"15,000,000.00"
946,1,Apartment,Katampe,"8,500,000.00"
947,3,Duplex,Wuse,"20,000,000.00"
948,3,Duplex,Life Camp,"6,000,000.00"
949,3,Bungalow,Kado,"18,000,000.00"
950,3,Apartment,Life Camp,"5,000,000.00"
951,3,Apartment,Life Camp,"6,000,000.00"
952,4,Duplex,Life Camp,"15,000,000.00"
953,3,Duplex,Gwarinpa,"6,500,000.00"
954,4,Duplex,Jabi,"40,000,000.00"
955,5,Duplex,Jabi,"95,000,000.00"
956,5,Duplex,Asokoro,"35,000,000.00"
957,3,Apartment,Katampe,"8,000,000.00"
958,2,Apartment,Wuse,"18,000,000.00"
959,4,Duplex,Maitama,"60,000,000.00"
960,1,Apartment,Utako,"3,500,000.00"
961,2,Apartment,Wuse,"15,000,000.00"
962,2,Apartment,Lugbe,"4,500,000.00"
963,3,Duplex,Jabi,"32,000,000.00"
964,4,Duplex,Katampe,"20,000,000.00"
965,4,Duplex,Katampe,"20,000,000.00"
966,2,Apartment,Gwarinpa,"2,500,000.00"
967,3,Apartment,Gwarinpa,"6,000,000.00"
968,4,Duplex,Mabushi,"15,000,000.00"
969,4,Duplex,Katampe,"25,000,000.00"
970,4,Duplex,Wuse,"25,000,000.00"
971,3,Apartment,Maitama,"7,000,000.00"
972,3,Apartment,Guzape,"8,000,000.00"
973,4,Duplex,Wuye,"25,000,000.00"
974,2,Apartment,Durumi,"5,000,000.00"
975,2,Apartment,Jahi,"8,000,000.00"
976,3,Apartment,Jahi,"8,000,000.00"
977,4,Duplex,Kaura,"10,000,000.00"
978,4,Duplex,Jabi,"8,500,000.00"
979,2,Apartment,Wuse,"18,000,000.00"
980,4,Duplex,Life Camp,"7,000,000.00"
981,4,Duplex,Maitama,"50,000,000.00"
982,3,Duplex,Jabi,"32,000,000.00"
983,4,Apartment,Katampe,"25,000,000.00"
984,2,Apartment,Gwarinpa,"4,500,000.00"
985,2,Apartment,Gwarinpa,"4,500,000.00"
986,4,Duplex,Gwarinpa,"8,000,000.00"
987,2,Apartment,Gwarinpa,"2,500,000.00"
988,3,Apartment,Wuse,"6,500,000.00"
989,1,Apartment,Life Camp,"2,800,000.00"
990,2,Apartment,Life Camp,"5,000,000.00"
991,4,Duplex,Gwarinpa,"35,000,000.00"
992,2,Apartment,Mabushi,"10,000,000.00"
993,5,Duplex,Maitama,"50,000,000.00"
994,1,Apartment,Asokoro,"9,000,000.00"
995,1,Apartment,Apo,"2,500,000.00"
996,3,Bungalow,Life Camp,"15,000,000.00"
997,3,Duplex,Kado,"10,000,000.00"
998,6,Duplex,Maitama,"50,000,000.00"
999,4,Duplex,Gwarinpa,"8,000,000.00"
1000,6,Duplex,Asokoro,"30,000,000.00"
1001,1,Apartment,Wuse,"2,500,000.00"
1002,3,Duplex,Jabi,"32,000,000.00"
1003,2,Apartment,Garki,"5,000,000.00"
1004,3,Apartment,Kaura,"6,000,000.00"
1005,6,Duplex,Katampe,"25,000,000.00"
1006,4,Duplex,Katampe,"15,000,000.00"
1007,6,Duplex,Asokoro,"30,000,000.00"
1008,4,Duplex,Gwarinpa,"7,000,000.00"
1009,4,Duplex,Asokoro,"25,000,000.00"
1010,4,Duplex,Life Camp,"15,000,000.00"
1011,4,Duplex,Jabi,"35,000,000.00"
1012,4,Duplex,Wuse,"25,000,000.00"
1013,2,Apartment,Wuye,"6,500,000.00"
1014,3,Apartment,Maitama,"10,000,000.00"
1015,5,Duplex,Wuse,"80,000,000.00"
1016,2,Apartment,Utako,"6,000,000.00"
1017,1,Apartment,Life Camp,"3,000,000.00"
1018,3,Apartment,Wuye,"8,000,000.00"
1019,1,Apartment,Wuye,"4,000,000.00"
1020,3,Duplex,Jabi,"32,000,000.00"
1021,3,Apartment,Katampe,"10,000,000.00"
1022,3,Apartment,Kaura,"4,500,000.00"
1023,3,Duplex,Life Camp,"10,000,000.00"
1024,2,Apartment,Wuye,"27,000,000.00"
1025,5,Duplex,Apo,"12,000,000.00"
1026,2,Apartment,Wuye,"6,500,000.00"
1027,4,Duplex,Life Camp,"7,000,000.00"
1028,3,Apartment,Maitama,"15,000,000.00"
1029,2,Apartment,Jahi,"12,000,000.00"
1030,3,Apartment,Jahi,"10,000,000.00"
1031,4,Duplex,Mabushi,"15,000,000.00"
1032,4,Duplex,Mabushi,"12,000,000.00"
1033,3,House,Guzape,"10,000,000.00"
1034,3,Duplex,Gwarinpa,"15,000,000.00"
1035,4,Duplex,Asokoro,"25,000,000.00"
1036,3,Duplex,Kado,"10,000,000.00"
1037,4,Duplex,Wuse,"25,000,000.00"
1038,4,Duplex,Mabushi,"15,000,000.00"
1039,3,Duplex,Jabi,"32,000,000.00"
1040,2,Apartment,Garki,"4,500,000.00"
1041,3,Apartment,Kaura,"4,500,000.00"
1042,4,Duplex,Guzape,"15,000,000.00"
1043,4,Duplex,Guzape,"18,000,000.00"
1044,6,Duplex,Maitama,"50,000,000.00"
1045,4,Duplex,Jabi,"25,000,000.00"
1046,3,Apartment,Jahi,"70,000,000.00"
1047,3,Apartment,Jahi,"9,000,000.00"
1048,2,Apartment,Jahi,"12,000,000.00"
1049,3,Duplex,Lugbe,"6,000,000.00"
1050,3,Duplex,Lugbe,"6,000,000.00"
1051,1,Apartment,Maitama,"8,000,000.00"
1052,2,House,Jahi,"12,000,000.00"
1053,4,Duplex,Kado,"12,000,000.00"
1054,3,Apartment,Maitama,"15,000,000.00"
1055,4,Duplex,Durumi,"12,000,000.00"
1056,4,Duplex,Jabi,"25,000,000.00"
1057,5,Duplex,Wuse,"80,000,000.00"
1058,3,Apartment,Guzape,"5,000,000.00"
1059,3,Duplex,Jabi,"32,000,000.00"
1060,2,Apartment,Wuye,"25,000,000.00"
1061,3,Bungalow,Kado,"18,000,000.00"
1062,3,Apartment,Kaura,"6,000,000.00"
1063,4,Duplex,Mabushi,"15,000,000.00"
1064,3,Duplex,Gwarinpa,"10,000,000.00"
1065,4,Duplex,Mabushi,"10,000,000.00"
1066,2,Apartment,Wuye,"15,000,000.00"
1067,2,Apartment,Jabi,"15,000,000.00"
1068,3,Duplex,Kado,"10,000,000.00"
1069,4,Duplex,Guzape,"40,000,000.00"
1070,2,Apartment,Wuye,"25,000,000.00"
1071,5,Duplex,Guzape,"10,000,000.00"
1072,3,Apartment,Maitama,"15,000,000.00"
1073,4,Duplex,Life Camp,"13,000,000.00"
1074,5,Duplex,Guzape,"30,000,000.00"
1075,5,Duplex,Guzape,"25,000,000.00"
1076,7,Duplex,Asokoro,"130,000,000.00"
1077,5,Duplex,Guzape,"30,000,000.00"
1078,3,Duplex,Jabi,"32,000,000.00"
1079,5,Duplex,Katampe,"17,000,000.00"
1080,4,Duplex,Katampe,"20,000,000.00"
1081,1,Apartment,Gwarinpa,"2,000,000.00"
1082,2,Apartment,Gwarinpa,"3,000,000.00"
1083,1,Apartment,Gwarinpa,"2,500,000.00"
1084,2,Duplex,Lugbe,"4,000,000.00"
1085,6,Duplex,Asokoro,"50,000,000.00"
1086,4,Duplex,Guzape,"20,000,000.00"
1087,2,Apartment,Maitama,"15,000,000.00"
1088,3,Duplex,Apo,"15,000,000.00"
1089,4,Duplex,Mabushi,"13,000,000.00"
1090,3,Apartment,Mabushi,"7,000,000.00"
1091,3,Duplex,Garki,"7,000,000.00"
1092,4,House,Life Camp,"12,000,000.00"
1093,3,Apartment,Jahi,"8,000,000.00"
1094,3,Bungalow,Life Camp,"13,000,000.00"
1095,4,Duplex,Idu,"8,000,000.00"
1096,2,Apartment,Wuye,"25,000,000.00"
1097,3,Duplex,Jabi,"32,000,000.00"
1098,4,Duplex,Katampe,"650,000,000.00"
1099,1,Apartment,Lugbe,"1,500,000.00"
1100,3,Apartment,Life Camp,"6,700,000.00"
1101,4,Duplex,Jabi,"27,000,000.00"
1102,3,House,Durumi,"12,000,000.00"
1103,1,Apartment,Jabi,"6,500,000.00"
1104,1,Apartment,Jabi,"6,500,000.00"
1105,3,Apartment,Idu,"7,000,000.00"
1106,4,Duplex,Guzape,"15,000,000.00"
1107,4,Duplex,Wuse,"40,649,100.00"
1108,5,Duplex,Kado,"20,000,000.00"
1109,4,Duplex,Life Camp,"13,000,000.00"
1110,4,Duplex,Life Camp,"20,000,000.00"
1111,3,Apartment,Life Camp,"13,000,000.00"
1112,4,Duplex,Lugbe,"6,000,000.00"
1113,4,Duplex,Wuse,"60,000,000.00"
1114,4,Duplex,Katampe,"30,000,000.00"
1115,3,Apartment,Jabi,"35,000,000.00"
1116,9,Duplex,Asokoro,"150,000,000.00"
1117,3,Duplex,Jabi,"32,000,000.00"
1118,3,Apartment,Jahi,"10,000,000.00"
1119,4,Duplex,Maitama,"54,198,800.00"
1120,4,Duplex,Jabi,"25,000,000.00"
1121,3,Duplex,Life Camp,"10,000,000.00"
1122,5,Duplex,Maitama,"50,000,000.00"
1123,5,Duplex,Maitama,"50,000,000.00"
1124,4,Duplex,Mabushi,"11,000,000.00"
1125,4,Duplex,Maitama,"30,000,000.00"
1126,3,Duplex,Asokoro,"243,894,600.00"
1127,5,Duplex,Asokoro,"35,000,000.00"
1128,2,Apartment,Maitama,"15,000,000.00"
1129,5,Duplex,Wuye,"35,000,000.00"
1130,3,Apartment,Life Camp,"4,500,000.00"
1131,3,Apartment,Life Camp,"5,000,000.00"
1132,3,Duplex,Jabi,"32,000,000.00"
1133,5,Duplex,Katampe,"20,000,000.00"
1134,1,Apartment,Katampe,"5,000,000.00"
1135,4,Duplex,Asokoro,"60,973,650.00"
1136,3,Apartment,Jahi,"9,000,000.00"
1137,4,House,Guzape,"15,000,000.00"
1138,4,Duplex,Kado,"12,000,000.00"
1139,3,Apartment,Jahi,"7,000,000.00"
1140,10,Duplex,Asokoro,"180,000,000.00"
1141,5,Duplex,Guzape,"60,000,000.00"
1142,5,Duplex,Maitama,"60,000,000.00"
1143,4,Duplex,Maitama,"75,000,000.00"
1144,3,Duplex,Apo,"8,000,000.00"
1145,4,Duplex,Maitama,"30,000,000.00"
