,index,Bedrooms,Property Category,District,Price(Float),Price_Per_Bed,effective_bedrooms,price_per_bedroom,district_tier,property_type_code
866,866,1,Apartment,Wuye,8500000.0,8500000.0,1,8500000.0,Luxury,0
867,867,3,House,Asokoro,25000000.0,8333333.333333333,3,8333333.333333333,Luxury,3
868,868,6,Duplex,Guzape,40000000.0,6666666.666666667,6,6666666.666666667,Luxury,2
869,869,3,Apartment,Jahi,10000000.0,3333333.3333333335,3,3333333.3333333335,Mid-Range,0
870,870,3,Apartment,Life Camp,6500000.0,2166666.6666666665,3,2166666.6666666665,Budget,0
871,871,5,Duplex,Idu,15000000.0,3000000.0,5,3000000.0,Budget,2
872,872,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
873,873,2,Apartment,Kaura,4000000.0,2000000.0,2,2000000.0,Budget,0
874,874,3,Apartment,Gwarinpa,6000000.0,2000000.0,3,2000000.0,Budget,0
875,875,3,Apartment,Maitama,40000000.0,13333333.333333334,3,13333333.333333334,Luxury,0
876,876,2,House,Garki,30000000.0,15000000.0,2,15000000.0,Mid-Range,3
877,877,2,Apartment,Wuye,18000000.0,9000000.0,2,9000000.0,Luxury,0
879,879,3,Duplex,Kado,10000000.0,3333333.3333333335,3,3333333.3333333335,Mid-Range,2
880,880,1,Apartment,Apo,2200000.0,2200000.0,1,2200000.0,Mid-Range,0
881,881,6,House,Guzape,40000000.0,6666666.666666667,6,6666666.666666667,Luxury,3
882,882,4,Duplex,Mabushi,15000000.0,3750000.0,4,3750000.0,Mid-Range,2
884,884,2,Apartment,Mabushi,17500000.0,8750000.0,2,8750000.0,Mid-Range,0
885,885,5,Duplex,Guzape,35000000.0,7000000.0,5,7000000.0,Luxury,2
886,886,4,Duplex,Maitama,35000000.0,8750000.0,4,8750000.0,Luxury,2
887,887,5,Duplex,Guzape,15000000.0,3000000.0,5,3000000.0,Luxury,2
888,888,2,Apartment,Kaura,4000000.0,2000000.0,2,2000000.0,Budget,0
889,889,4,Duplex,Asokoro,25000000.0,6250000.0,4,6250000.0,Luxury,2
891,891,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
892,892,3,Apartment,Katampe,25000000.0,8333333.333333333,3,8333333.333333333,Luxury,0
893,893,1,Apartment,Gwarinpa,2500000.0,2500000.0,1,2500000.0,Budget,0
894,894,2,Apartment,Gwarinpa,3000000.0,1500000.0,2,1500000.0,Budget,0
895,895,2,Apartment,Gwarinpa,3500000.0,1750000.0,2,1750000.0,Budget,0
896,896,6,House,Utako,45000000.0,7500000.0,6,7500000.0,Mid-Range,3
897,897,2,Apartment,Wuse,17000000.0,8500000.0,2,8500000.0,Luxury,0
898,898,1,Apartment,Wuye,4500000.0,4500000.0,1,4500000.0,Luxury,0
899,899,2,Apartment,Jahi,12000000.0,6000000.0,2,6000000.0,Mid-Range,0
900,900,4,Duplex,Maitama,50000000.0,12500000.0,4,12500000.0,Luxury,2
902,902,3,Duplex,Lokogoma,7000000.0,2333333.3333333335,3,2333333.3333333335,Budget,2
905,905,5,Duplex,Wuye,35000000.0,7000000.0,5,7000000.0,Luxury,2
906,906,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
907,907,3,Apartment,Wuse,7500000.0,2500000.0,3,2500000.0,Luxury,0
908,908,5,Duplex,Katampe,18000000.0,3600000.0,5,3600000.0,Luxury,2
910,910,5,Duplex,Guzape,45000000.0,9000000.0,5,9000000.0,Luxury,2
911,911,4,Duplex,Jahi,15000000.0,3750000.0,4,3750000.0,Mid-Range,2
913,913,3,Duplex,Lokogoma,6500000.0,2166666.6666666665,3,2166666.6666666665,Budget,2
914,914,1,Apartment,Wuse,4000000.0,4000000.0,1,4000000.0,Luxury,0
915,915,3,Duplex,Gwarinpa,15000000.0,5000000.0,3,5000000.0,Budget,2
916,916,3,Apartment,Life Camp,6000000.0,2000000.0,3,2000000.0,Budget,0
917,917,4,Duplex,Wuye,15000000.0,3750000.0,4,3750000.0,Luxury,2
918,918,3,Apartment,Gwarinpa,4500000.0,1500000.0,3,1500000.0,Budget,0
919,919,3,Apartment,Kaura,6000000.0,2000000.0,3,2000000.0,Budget,0
920,920,4,Duplex,Kado,14000000.0,3500000.0,4,3500000.0,Mid-Range,2
921,921,3,Apartment,Utako,7000000.0,2333333.3333333335,3,2333333.3333333335,Mid-Range,0
922,922,4,Duplex,Life Camp,6500000.0,1625000.0,4,1625000.0,Budget,2
923,923,1,Apartment,Gwarinpa,2500000.0,2500000.0,1,2500000.0,Budget,0
924,924,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
925,925,3,Apartment,Wuse,18000000.0,6000000.0,3,6000000.0,Luxury,0
926,926,2,Apartment,Kaura,7000000.0,3500000.0,2,3500000.0,Budget,0
927,927,3,Apartment,Katampe,5000000.0,1666666.6666666667,3,1666666.6666666667,Luxury,0
928,928,2,Apartment,Kaura,4000000.0,2000000.0,2,2000000.0,Budget,0
930,930,4,Duplex,Wuye,15000000.0,3750000.0,4,3750000.0,Luxury,2
931,931,3,Apartment,Kaura,6000000.0,2000000.0,3,2000000.0,Budget,0
932,932,5,Duplex,Jahi,20000000.0,4000000.0,5,4000000.0,Mid-Range,2
933,933,3,Duplex,Kado,10000000.0,3333333.3333333335,3,3333333.3333333335,Mid-Range,2
934,934,2,Apartment,Life Camp,5000000.0,2500000.0,2,2500000.0,Budget,0
935,935,4,Duplex,Guzape,12000000.0,3000000.0,4,3000000.0,Luxury,2
936,936,4,Duplex,Wuse,50000000.0,12500000.0,4,12500000.0,Luxury,2
937,937,2,Duplex,Apo,6000000.0,3000000.0,2,3000000.0,Mid-Range,2
939,939,2,Apartment,Life Camp,5500000.0,2750000.0,2,2750000.0,Budget,0
940,940,3,Apartment,Wuse,35000000.0,11666666.666666666,3,11666666.666666666,Luxury,0
941,941,2,Apartment,Jahi,6500000.0,3250000.0,2,3250000.0,Mid-Range,0
942,942,2,Apartment,Jahi,10000000.0,5000000.0,2,5000000.0,Mid-Range,0
943,943,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
944,944,4,Duplex,Garki,11000000.0,2750000.0,4,2750000.0,Mid-Range,2
945,945,4,Duplex,Katampe,15000000.0,3750000.0,4,3750000.0,Luxury,2
946,946,1,Apartment,Katampe,8500000.0,8500000.0,1,8500000.0,Luxury,0
947,947,3,Duplex,Wuse,20000000.0,6666666.666666667,3,6666666.666666667,Luxury,2
948,948,3,Duplex,Life Camp,6000000.0,2000000.0,3,2000000.0,Budget,2
949,949,3,Bungalow,Kado,18000000.0,6000000.0,3,6000000.0,Mid-Range,1
950,950,3,Apartment,Life Camp,5000000.0,1666666.6666666667,3,1666666.6666666667,Budget,0
951,951,3,Apartment,Life Camp,6000000.0,2000000.0,3,2000000.0,Budget,0
952,952,4,Duplex,Life Camp,15000000.0,3750000.0,4,3750000.0,Budget,2
953,953,3,Duplex,Gwarinpa,6500000.0,2166666.6666666665,3,2166666.6666666665,Budget,2
954,954,4,Duplex,Jabi,40000000.0,10000000.0,4,10000000.0,Luxury,2
956,956,5,Duplex,Asokoro,35000000.0,7000000.0,5,7000000.0,Luxury,2
957,957,3,Apartment,Katampe,8000000.0,2666666.6666666665,3,2666666.6666666665,Luxury,0
958,958,2,Apartment,Wuse,18000000.0,9000000.0,2,9000000.0,Luxury,0
960,960,1,Apartment,Utako,3500000.0,3500000.0,1,3500000.0,Mid-Range,0
961,961,2,Apartment,Wuse,15000000.0,7500000.0,2,7500000.0,Luxury,0
962,962,2,Apartment,Lugbe,4500000.0,2250000.0,2,2250000.0,Budget,0
963,963,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
964,964,4,Duplex,Katampe,20000000.0,5000000.0,4,5000000.0,Luxury,2
965,965,4,Duplex,Katampe,20000000.0,5000000.0,4,5000000.0,Luxury,2
966,966,2,Apartment,Gwarinpa,2500000.0,1250000.0,2,1250000.0,Budget,0
967,967,3,Apartment,Gwarinpa,6000000.0,2000000.0,3,2000000.0,Budget,0
968,968,4,Duplex,Mabushi,15000000.0,3750000.0,4,3750000.0,Mid-Range,2
969,969,4,Duplex,Katampe,25000000.0,6250000.0,4,6250000.0,Luxury,2
970,970,4,Duplex,Wuse,25000000.0,6250000.0,4,6250000.0,Luxury,2
971,971,3,Apartment,Maitama,7000000.0,2333333.3333333335,3,2333333.3333333335,Luxury,0
972,972,3,Apartment,Guzape,8000000.0,2666666.6666666665,3,2666666.6666666665,Luxury,0
973,973,4,Duplex,Wuye,25000000.0,6250000.0,4,6250000.0,Luxury,2
974,974,2,Apartment,Durumi,5000000.0,2500000.0,2,2500000.0,Budget,0
975,975,2,Apartment,Jahi,8000000.0,4000000.0,2,4000000.0,Mid-Range,0
976,976,3,Apartment,Jahi,8000000.0,2666666.6666666665,3,2666666.6666666665,Mid-Range,0
977,977,4,Duplex,Kaura,10000000.0,2500000.0,4,2500000.0,Budget,2
978,978,4,Duplex,Jabi,8500000.0,2125000.0,4,2125000.0,Luxury,2
979,979,2,Apartment,Wuse,18000000.0,9000000.0,2,9000000.0,Luxury,0
980,980,4,Duplex,Life Camp,7000000.0,1750000.0,4,1750000.0,Budget,2
981,981,4,Duplex,Maitama,50000000.0,12500000.0,4,12500000.0,Luxury,2
982,982,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
983,983,4,Apartment,Katampe,25000000.0,6250000.0,4,6250000.0,Luxury,0
984,984,2,Apartment,Gwarinpa,4500000.0,2250000.0,2,2250000.0,Budget,0
985,985,2,Apartment,Gwarinpa,4500000.0,2250000.0,2,2250000.0,Budget,0
986,986,4,Duplex,Gwarinpa,8000000.0,2000000.0,4,2000000.0,Budget,2
987,987,2,Apartment,Gwarinpa,2500000.0,1250000.0,2,1250000.0,Budget,0
988,988,3,Apartment,Wuse,6500000.0,2166666.6666666665,3,2166666.6666666665,Luxury,0
989,989,1,Apartment,Life Camp,2800000.0,2800000.0,1,2800000.0,Budget,0
990,990,2,Apartment,Life Camp,5000000.0,2500000.0,2,2500000.0,Budget,0
991,991,4,Duplex,Gwarinpa,35000000.0,8750000.0,4,8750000.0,Budget,2
992,992,2,Apartment,Mabushi,10000000.0,5000000.0,2,5000000.0,Mid-Range,0
993,993,5,Duplex,Maitama,50000000.0,10000000.0,5,10000000.0,Luxury,2
994,994,1,Apartment,Asokoro,9000000.0,9000000.0,1,9000000.0,Luxury,0
995,995,1,Apartment,Apo,2500000.0,2500000.0,1,2500000.0,Mid-Range,0
996,996,3,Bungalow,Life Camp,15000000.0,5000000.0,3,5000000.0,Budget,1
997,997,3,Duplex,Kado,10000000.0,3333333.3333333335,3,3333333.3333333335,Mid-Range,2
998,998,6,Duplex,Maitama,50000000.0,8333333.333333333,6,8333333.333333333,Luxury,2
999,999,4,Duplex,Gwarinpa,8000000.0,2000000.0,4,2000000.0,Budget,2
1000,1000,6,Duplex,Asokoro,30000000.0,5000000.0,6,5000000.0,Luxury,2
1001,1001,1,Apartment,Wuse,2500000.0,2500000.0,1,2500000.0,Luxury,0
1002,1002,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
1003,1003,2,Apartment,Garki,5000000.0,2500000.0,2,2500000.0,Mid-Range,0
1004,1004,3,Apartment,Kaura,6000000.0,2000000.0,3,2000000.0,Budget,0
1005,1005,6,Duplex,Katampe,25000000.0,4166666.6666666665,6,4166666.6666666665,Luxury,2
1006,1006,4,Duplex,Katampe,15000000.0,3750000.0,4,3750000.0,Luxury,2
1007,1007,6,Duplex,Asokoro,30000000.0,5000000.0,6,5000000.0,Luxury,2
1008,1008,4,Duplex,Gwarinpa,7000000.0,1750000.0,4,1750000.0,Budget,2
1009,1009,4,Duplex,Asokoro,25000000.0,6250000.0,4,6250000.0,Luxury,2
1010,1010,4,Duplex,Life Camp,15000000.0,3750000.0,4,3750000.0,Budget,2
1011,1011,4,Duplex,Jabi,35000000.0,8750000.0,4,8750000.0,Luxury,2
1012,1012,4,Duplex,Wuse,25000000.0,6250000.0,4,6250000.0,Luxury,2
1013,1013,2,Apartment,Wuye,6500000.0,3250000.0,2,3250000.0,Luxury,0
1014,1014,3,Apartment,Maitama,10000000.0,3333333.3333333335,3,3333333.3333333335,Luxury,0
1016,1016,2,Apartment,Utako,6000000.0,3000000.0,2,3000000.0,Mid-Range,0
1017,1017,1,Apartment,Life Camp,3000000.0,3000000.0,1,3000000.0,Budget,0
1018,1018,3,Apartment,Wuye,8000000.0,2666666.6666666665,3,2666666.6666666665,Luxury,0
1019,1019,1,Apartment,Wuye,4000000.0,4000000.0,1,4000000.0,Luxury,0
1020,1020,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
1021,1021,3,Apartment,Katampe,10000000.0,3333333.3333333335,3,3333333.3333333335,Luxury,0
1022,1022,3,Apartment,Kaura,4500000.0,1500000.0,3,1500000.0,Budget,0
1023,1023,3,Duplex,Life Camp,10000000.0,3333333.3333333335,3,3333333.3333333335,Budget,2
1024,1024,2,Apartment,Wuye,27000000.0,13500000.0,2,13500000.0,Luxury,0
1025,1025,5,Duplex,Apo,12000000.0,2400000.0,5,2400000.0,Mid-Range,2
1026,1026,2,Apartment,Wuye,6500000.0,3250000.0,2,3250000.0,Luxury,0
1027,1027,4,Duplex,Life Camp,7000000.0,1750000.0,4,1750000.0,Budget,2
1028,1028,3,Apartment,Maitama,15000000.0,5000000.0,3,5000000.0,Luxury,0
1029,1029,2,Apartment,Jahi,12000000.0,6000000.0,2,6000000.0,Mid-Range,0
1030,1030,3,Apartment,Jahi,10000000.0,3333333.3333333335,3,3333333.3333333335,Mid-Range,0
1031,1031,4,Duplex,Mabushi,15000000.0,3750000.0,4,3750000.0,Mid-Range,2
1032,1032,4,Duplex,Mabushi,12000000.0,3000000.0,4,3000000.0,Mid-Range,2
1033,1033,3,House,Guzape,10000000.0,3333333.3333333335,3,3333333.3333333335,Luxury,3
1034,1034,3,Duplex,Gwarinpa,15000000.0,5000000.0,3,5000000.0,Budget,2
1035,1035,4,Duplex,Asokoro,25000000.0,6250000.0,4,6250000.0,Luxury,2
1036,1036,3,Duplex,Kado,10000000.0,3333333.3333333335,3,3333333.3333333335,Mid-Range,2
1037,1037,4,Duplex,Wuse,25000000.0,6250000.0,4,6250000.0,Luxury,2
1038,1038,4,Duplex,Mabushi,15000000.0,3750000.0,4,3750000.0,Mid-Range,2
1039,1039,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
1040,1040,2,Apartment,Garki,4500000.0,2250000.0,2,2250000.0,Mid-Range,0
1041,1041,3,Apartment,Kaura,4500000.0,1500000.0,3,1500000.0,Budget,0
1042,1042,4,Duplex,Guzape,15000000.0,3750000.0,4,3750000.0,Luxury,2
1043,1043,4,Duplex,Guzape,18000000.0,4500000.0,4,4500000.0,Luxury,2
1044,1044,6,Duplex,Maitama,50000000.0,8333333.333333333,6,8333333.333333333,Luxury,2
1045,1045,4,Duplex,Jabi,25000000.0,6250000.0,4,6250000.0,Luxury,2
1047,1047,3,Apartment,Jahi,9000000.0,3000000.0,3,3000000.0,Mid-Range,0
1048,1048,2,Apartment,Jahi,12000000.0,6000000.0,2,6000000.0,Mid-Range,0
1049,1049,3,Duplex,Lugbe,6000000.0,2000000.0,3,2000000.0,Budget,2
1050,1050,3,Duplex,Lugbe,6000000.0,2000000.0,3,2000000.0,Budget,2
1051,1051,1,Apartment,Maitama,8000000.0,8000000.0,1,8000000.0,Luxury,0
1052,1052,2,House,Jahi,12000000.0,6000000.0,2,6000000.0,Mid-Range,3
1053,1053,4,Duplex,Kado,12000000.0,3000000.0,4,3000000.0,Mid-Range,2
1054,1054,3,Apartment,Maitama,15000000.0,5000000.0,3,5000000.0,Luxury,0
1055,1055,4,Duplex,Durumi,12000000.0,3000000.0,4,3000000.0,Budget,2
1056,1056,4,Duplex,Jabi,25000000.0,6250000.0,4,6250000.0,Luxury,2
1058,1058,3,Apartment,Guzape,5000000.0,1666666.6666666667,3,1666666.6666666667,Luxury,0
1059,1059,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
1060,1060,2,Apartment,Wuye,25000000.0,12500000.0,2,12500000.0,Luxury,0
1061,1061,3,Bungalow,Kado,18000000.0,6000000.0,3,6000000.0,Mid-Range,1
1062,1062,3,Apartment,Kaura,6000000.0,2000000.0,3,2000000.0,Budget,0
1063,1063,4,Duplex,Mabushi,15000000.0,3750000.0,4,3750000.0,Mid-Range,2
1064,1064,3,Duplex,Gwarinpa,10000000.0,3333333.3333333335,3,3333333.3333333335,Budget,2
1065,1065,4,Duplex,Mabushi,10000000.0,2500000.0,4,2500000.0,Mid-Range,2
1066,1066,2,Apartment,Wuye,15000000.0,7500000.0,2,7500000.0,Luxury,0
1067,1067,2,Apartment,Jabi,15000000.0,7500000.0,2,7500000.0,Luxury,0
1068,1068,3,Duplex,Kado,10000000.0,3333333.3333333335,3,3333333.3333333335,Mid-Range,2
1069,1069,4,Duplex,Guzape,40000000.0,10000000.0,4,10000000.0,Luxury,2
1070,1070,2,Apartment,Wuye,25000000.0,12500000.0,2,12500000.0,Luxury,0
1071,1071,5,Duplex,Guzape,10000000.0,2000000.0,5,2000000.0,Luxury,2
1072,1072,3,Apartment,Maitama,15000000.0,5000000.0,3,5000000.0,Luxury,0
1073,1073,4,Duplex,Life Camp,13000000.0,3250000.0,4,3250000.0,Budget,2
1074,1074,5,Duplex,Guzape,30000000.0,6000000.0,5,6000000.0,Luxury,2
1075,1075,5,Duplex,Guzape,25000000.0,5000000.0,5,5000000.0,Luxury,2
1077,1077,5,Duplex,Guzape,30000000.0,6000000.0,5,6000000.0,Luxury,2
1078,1078,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
1079,1079,5,Duplex,Katampe,17000000.0,3400000.0,5,3400000.0,Luxury,2
1080,1080,4,Duplex,Katampe,20000000.0,5000000.0,4,5000000.0,Luxury,2
1081,1081,1,Apartment,Gwarinpa,2000000.0,2000000.0,1,2000000.0,Budget,0
1082,1082,2,Apartment,Gwarinpa,3000000.0,1500000.0,2,1500000.0,Budget,0
1083,1083,1,Apartment,Gwarinpa,2500000.0,2500000.0,1,2500000.0,Budget,0
1084,1084,2,Duplex,Lugbe,4000000.0,2000000.0,2,2000000.0,Budget,2
1085,1085,6,Duplex,Asokoro,50000000.0,8333333.333333333,6,8333333.333333333,Luxury,2
1086,1086,4,Duplex,Guzape,20000000.0,5000000.0,4,5000000.0,Luxury,2
1087,1087,2,Apartment,Maitama,15000000.0,7500000.0,2,7500000.0,Luxury,0
1088,1088,3,Duplex,Apo,15000000.0,5000000.0,3,5000000.0,Mid-Range,2
1089,1089,4,Duplex,Mabushi,13000000.0,3250000.0,4,3250000.0,Mid-Range,2
1090,1090,3,Apartment,Mabushi,7000000.0,2333333.3333333335,3,2333333.3333333335,Mid-Range,0
1091,1091,3,Duplex,Garki,7000000.0,2333333.3333333335,3,2333333.3333333335,Mid-Range,2
1092,1092,4,House,Life Camp,12000000.0,3000000.0,4,3000000.0,Budget,3
1093,1093,3,Apartment,Jahi,8000000.0,2666666.6666666665,3,2666666.6666666665,Mid-Range,0
1094,1094,3,Bungalow,Life Camp,13000000.0,4333333.333333333,3,4333333.333333333,Budget,1
1095,1095,4,Duplex,Idu,8000000.0,2000000.0,4,2000000.0,Budget,2
1096,1096,2,Apartment,Wuye,25000000.0,12500000.0,2,12500000.0,Luxury,0
1097,1097,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
1099,1099,1,Apartment,Lugbe,1500000.0,1500000.0,1,1500000.0,Budget,0
1100,1100,3,Apartment,Life Camp,6700000.0,2233333.3333333335,3,2233333.3333333335,Budget,0
1101,1101,4,Duplex,Jabi,27000000.0,6750000.0,4,6750000.0,Luxury,2
1102,1102,3,House,Durumi,12000000.0,4000000.0,3,4000000.0,Budget,3
1103,1103,1,Apartment,Jabi,6500000.0,6500000.0,1,6500000.0,Luxury,0
1104,1104,1,Apartment,Jabi,6500000.0,6500000.0,1,6500000.0,Luxury,0
1105,1105,3,Apartment,Idu,7000000.0,2333333.3333333335,3,2333333.3333333335,Budget,0
1106,1106,4,Duplex,Guzape,15000000.0,3750000.0,4,3750000.0,Luxury,2
1107,1107,4,Duplex,Wuse,40649100.0,10162275.0,4,10162275.0,Luxury,2
1108,1108,5,Duplex,Kado,20000000.0,4000000.0,5,4000000.0,Mid-Range,2
1109,1109,4,Duplex,Life Camp,13000000.0,3250000.0,4,3250000.0,Budget,2
1110,1110,4,Duplex,Life Camp,20000000.0,5000000.0,4,5000000.0,Budget,2
1111,1111,3,Apartment,Life Camp,13000000.0,4333333.333333333,3,4333333.333333333,Budget,0
1112,1112,4,Duplex,Lugbe,6000000.0,1500000.0,4,1500000.0,Budget,2
1114,1114,4,Duplex,Katampe,30000000.0,7500000.0,4,7500000.0,Luxury,2
1115,1115,3,Apartment,Jabi,35000000.0,11666666.666666666,3,11666666.666666666,Luxury,0
1117,1117,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
1118,1118,3,Apartment,Jahi,10000000.0,3333333.3333333335,3,3333333.3333333335,Mid-Range,0
1120,1120,4,Duplex,Jabi,25000000.0,6250000.0,4,6250000.0,Luxury,2
1121,1121,3,Duplex,Life Camp,10000000.0,3333333.3333333335,3,3333333.3333333335,Budget,2
1122,1122,5,Duplex,Maitama,50000000.0,10000000.0,5,10000000.0,Luxury,2
1123,1123,5,Duplex,Maitama,50000000.0,10000000.0,5,10000000.0,Luxury,2
1124,1124,4,Duplex,Mabushi,11000000.0,2750000.0,4,2750000.0,Mid-Range,2
1125,1125,4,Duplex,Maitama,30000000.0,7500000.0,4,7500000.0,Luxury,2
1127,1127,5,Duplex,Asokoro,35000000.0,7000000.0,5,7000000.0,Luxury,2
1128,1128,2,Apartment,Maitama,15000000.0,7500000.0,2,7500000.0,Luxury,0
1129,1129,5,Duplex,Wuye,35000000.0,7000000.0,5,7000000.0,Luxury,2
1130,1130,3,Apartment,Life Camp,4500000.0,1500000.0,3,1500000.0,Budget,0
1131,1131,3,Apartment,Life Camp,5000000.0,1666666.6666666667,3,1666666.6666666667,Budget,0
1132,1132,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
1133,1133,5,Duplex,Katampe,20000000.0,4000000.0,5,4000000.0,Luxury,2
1134,1134,1,Apartment,Katampe,5000000.0,5000000.0,1,5000000.0,Luxury,0
1136,1136,3,Apartment,Jahi,9000000.0,3000000.0,3,3000000.0,Mid-Range,0
1137,1137,4,House,Guzape,15000000.0,3750000.0,4,3750000.0,Luxury,3
1138,1138,4,Duplex,Kado,12000000.0,3000000.0,4,3000000.0,Mid-Range,2
1139,1139,3,Apartment,Jahi,7000000.0,2333333.3333333335,3,2333333.3333333335,Mid-Range,0
1144,1144,3,Duplex,Apo,8000000.0,2666666.6666666665,3,2666666.6666666665,Mid-Range,2
1145,1145,4,Duplex,Maitama,30000000.0,7500000.0,4,7500000.0,Luxury,2
1146,1146,5,Duplex,Asokoro,35000000.0,7000000.0,5,7000000.0,Luxury,2
1147,1147,5,Duplex,Asokoro,35000000.0,7000000.0,5,7000000.0,Luxury,2
1148,1148,2,House,Durumi,10000000.0,5000000.0,2,5000000.0,Budget,3
1149,1149,3,Duplex,Wuse,20000000.0,6666666.666666667,3,6666666.666666667,Luxury,2
1150,1150,5,Duplex,Maitama,50000000.0,10000000.0,5,10000000.0,Luxury,2
1151,1151,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
1152,1152,5,Duplex,Katampe,30000000.0,6000000.0,5,6000000.0,Luxury,2
1153,1153,3,House,Asokoro,15000000.0,5000000.0,3,5000000.0,Luxury,3
1154,1154,3,Duplex,Asokoro,23000000.0,7666666.666666667,3,7666666.666666667,Luxury,2
1155,1155,4,Duplex,Guzape,15000000.0,3750000.0,4,3750000.0,Luxury,2
1157,1157,3,Duplex,Asokoro,25000000.0,8333333.333333333,3,8333333.333333333,Luxury,2
1158,1158,4,Duplex,Asokoro,15000000.0,3750000.0,4,3750000.0,Luxury,2
1159,1159,4,Duplex,Maitama,40649100.0,10162275.0,4,10162275.0,Luxury,2
1160,1160,5,Duplex,Guzape,15000000.0,3000000.0,5,3000000.0,Luxury,2
1161,1161,4,Duplex,Wuse,40649100.0,10162275.0,4,10162275.0,Luxury,2
1162,1162,5,Duplex,Guzape,47423950.0,9484790.0,5,9484790.0,Luxury,2
1163,1163,3,House,Guzape,27099400.0,9033133.333333334,3,9033133.333333334,Luxury,3
1164,1164,4,Duplex,Asokoro,19000000.0,4750000.0,4,4750000.0,Luxury,2
1165,1165,3,House,Guzape,15000000.0,5000000.0,3,5000000.0,Luxury,3
1167,1167,4,Duplex,Guzape,25000000.0,6250000.0,4,6250000.0,Luxury,2
1168,1168,3,House,Guzape,12000000.0,4000000.0,3,4000000.0,Luxury,3
1169,1169,2,Apartment,Guzape,18000000.0,9000000.0,2,9000000.0,Luxury,0
1172,1172,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
1174,1174,3,House,Maitama,20000000.0,6666666.666666667,3,6666666.666666667,Luxury,3
1175,1175,4,Duplex,Guzape,25000000.0,6250000.0,4,6250000.0,Luxury,2
1176,1176,2,House,Mabushi,47423950.0,23711975.0,2,23711975.0,Mid-Range,3
1177,1177,2,House,Mabushi,47423950.0,23711975.0,2,23711975.0,Mid-Range,3
1178,1178,3,House,Mabushi,10000000.0,3333333.3333333335,3,3333333.3333333335,Mid-Range,3
1179,1179,3,Duplex,Asokoro,12000000.0,4000000.0,3,4000000.0,Luxury,2
1180,1180,5,Duplex,Apo,40000000.0,8000000.0,5,8000000.0,Mid-Range,2
1181,1181,5,Duplex,Asokoro,15000000.0,3000000.0,5,3000000.0,Luxury,2
1182,1182,3,House,Asokoro,7500000.0,2500000.0,3,2500000.0,Luxury,3
1183,1183,1,Bungalow,Asokoro,5500000.0,5500000.0,1,5500000.0,Luxury,1
1184,1184,4,Duplex,Guzape,20000000.0,5000000.0,4,5000000.0,Luxury,2
1186,1186,2,House,Maitama,5000000.0,2500000.0,2,2500000.0,Luxury,3
1187,1187,3,House,Guzape,10000000.0,3333333.3333333335,3,3333333.3333333335,Luxury,3
1188,1188,2,House,Guzape,8000000.0,4000000.0,2,4000000.0,Luxury,3
1189,1189,4,Duplex,Guzape,25000000.0,6250000.0,4,6250000.0,Luxury,2
1190,1190,3,House,Guzape,13500000.0,4500000.0,3,4500000.0,Luxury,3
1191,1191,5,Duplex,Asokoro,30000000.0,6000000.0,5,6000000.0,Luxury,2
1192,1192,4,Duplex,Asokoro,25000000.0,6250000.0,4,6250000.0,Luxury,2
1193,1193,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
1194,1194,4,Duplex,Katampe,13000000.0,3250000.0,4,3250000.0,Luxury,2
1195,1195,2,Apartment,Gwarinpa,3500000.0,1750000.0,2,1750000.0,Budget,0
1196,1196,3,Apartment,Wuye,8000000.0,2666666.6666666665,3,2666666.6666666665,Luxury,0
1197,1197,2,Apartment,Jahi,7500000.0,3750000.0,2,3750000.0,Mid-Range,0
1199,1199,2,Apartment,Katampe,6000000.0,3000000.0,2,3000000.0,Luxury,0
1201,1201,4,Duplex,Guzape,18000000.0,4500000.0,4,4500000.0,Luxury,2
1202,1202,4,Duplex,Guzape,20000000.0,5000000.0,4,5000000.0,Luxury,2
1203,1203,6,Duplex,Maitama,50000000.0,8333333.333333333,6,8333333.333333333,Luxury,2
